epoch,steps,training step,training data,training loss,training prec1,training prec5,training error1,training error5,validation step,validation data,validation loss,validation prec1,validation prec5,validation error1,validation error5
12,4680,0.046454999997065614,0.010399518868862053,0.46120738769188907,84.0244391025641,99.34294871794872,15.975560897435898,0.6570512820512846,0.03206650818450541,0.023048358627512484,0.5771323116779328,80.76,99.18,19.239999999999995,0.8199999999999932
13,5070,0.046135882842235076,0.010893004979842748,0.4459157671683874,84.77964743589743,99.40104166666667,15.22035256410257,0.5989583333333286,0.03216362904898728,0.024442250215554538,0.615355751132965,79.67,99.05,20.33,0.9500000000000028
14,5460,0.04659319902077699,0.010808753355955466,0.43026371155029686,85.08613782051282,99.44110576923077,14.913862179487182,0.5588942307692264,0.03139459634129005,0.02175979976412616,0.5970368896484375,80.87,98.78,19.129999999999995,1.2199999999999989
15,5850,0.04632063034253243,0.010885949623890412,0.4200294976815199,85.3485576923077,99.47916666666667,14.651442307692307,0.5208333333333286,0.03211352493189558,0.023291814176342154,0.5741521409511566,81.43,99.23,18.569999999999993,0.769999999999996
16,6240,0.04589051588987693,0.012053306286151592,0.4021969015017534,86.10176282051282,99.53525641025641,13.898237179487182,0.4647435897435912,0.03095844727528246,0.02217956132526639,0.4723515337944031,84.21,99.28,15.790000000000006,0.7199999999999989
17,6630,0.046399222887479344,0.010921254524817833,0.3909598076572785,86.53645833333333,99.48317307692308,13.463541666666671,0.5168269230769198,0.03167954275879679,0.02228305913225005,0.5345140625953674,82.41,99.15,17.590000000000003,0.8499999999999943
18,7020,0.04601422456594614,0.012028903227586013,0.37565881468546697,86.94310897435898,99.56129807692308,13.056891025641022,0.4387019230769198,0.03471477122246465,0.026168467123297196,0.49578658928871155,83.37,99.3,16.629999999999995,0.7000000000000028
19,7410,0.04689356791667449,0.011237836495423929,0.3683643943224198,87.08133012820512,99.59535256410257,12.918669871794876,0.4046474358974308,0.03791008418119406,0.028316295599635645,0.6383815858840942,80.26,98.91,19.739999999999995,1.0900000000000034
20,7800,0.04608190548725617,0.01097092078282283,0.3625870217115451,87.5420673076923,99.60336538461539,12.457932692307693,0.3966346153846132,0.035283698311334925,0.02410154403010501,0.5907031814575195,81.71,99.32,18.290000000000006,0.6800000000000068
21,8190,0.045271989626762196,0.011347053601191594,0.34894926620599553,87.8926282051282,99.6073717948718,12.107371794871796,0.3926282051282044,0.03136524369445028,0.02196922181527826,0.48956689586639407,83.71,99.32,16.290000000000006,0.6800000000000068
22,8580,0.045458436623597755,0.011140824586917192,0.33956617701512115,88.1610576923077,99.67147435897436,11.838942307692307,0.3285256410256352,0.03078751322589343,0.022388612167744695,0.5222280057907105,83.84,99.13,16.159999999999997,0.8700000000000045
23,8970,0.045153055435571916,0.011132595477960049,0.32942329824734956,88.56169871794872,99.68349358974359,11.438301282051285,0.3165064102564088,0.03133964538574219,0.021854029426091832,0.5374395326137543,82.73,99.09,17.269999999999996,0.9099999999999966
24,9360,0.046005060122563286,0.011207924745021722,0.3327773753649149,88.61177884615384,99.61939102564102,11.38822115384616,0.380608974358978,0.031003825272185894,0.02151220056075084,0.5090055983066559,83.91,99.07,16.090000000000003,0.9300000000000068
25,9750,0.04573153165670542,0.011167359963441507,0.3189727224600621,88.87820512820512,99.71955128205128,11.121794871794876,0.2804487179487154,0.03156469743463058,0.02074257331558421,0.4750449789524078,84.61,99.38,15.39,0.6200000000000045
26,10140,0.04515525316580748,0.011392303002186311,0.31637201687464345,88.97235576923077,99.70152243589743,11.027644230769226,0.2984775641025692,0.0317075252532959,0.02335239965704423,0.7220154163360596,77.96,98.98,22.040000000000006,1.019999999999996
27,10530,0.045641571436172874,0.011609394122392704,0.313735057757451,88.96434294871794,99.74358974358974,11.035657051282058,0.2564102564102626,0.03170222873929181,0.0226669945294344,0.4939007398605347,83.65,99.49,16.349999999999994,0.5100000000000051
28,10920,0.046984388278080866,0.010668810819968198,0.30343631047468916,89.46915064102564,99.71955128205128,10.530849358974365,0.2804487179487154,0.031942533541329296,0.022782832761354083,0.4503469692230225,85.55,99.37,14.450000000000003,0.6299999999999955
29,11310,0.04627718314146384,0.011704955345545059,0.2946373907419351,89.70552884615384,99.71955128205128,10.29447115384616,0.2804487179487154,0.03195572503005402,0.02239890340008313,0.4517826247215271,85.87,99.22,14.129999999999995,0.7800000000000011
30,11700,0.04643695293328701,0.010648002379979843,0.29226277271906537,89.78365384615384,99.74158653846153,10.21634615384616,0.258413461538467,0.031726272800300694,0.022110422955283635,0.43864783391952517,85.77,99.4,14.230000000000004,0.5999999999999943
31,12090,0.046034731620397326,0.011002217806302584,0.2860753335822851,89.92988782051282,99.75761217948718,10.070112179487182,0.2423878205128176,0.03212243695802326,0.022128268133235884,0.589183701133728,83.11,99.1,16.89,0.9000000000000057
32,12480,0.04699071064973489,0.010957088225927109,0.2861859229130623,90.10216346153847,99.73157051282051,9.897836538461533,0.268429487179489,0.03159766861155063,0.022584993628006946,0.45694361505508424,85.79,99.19,14.209999999999994,0.8100000000000023
33,12870,0.04639296715076153,0.010181931960277068,0.2828544130692115,90.1983173076923,99.73958333333333,9.801682692307693,0.2604166666666714,0.03182614000537728,0.0227641908428337,0.4793672073364258,85.11,99.3,14.89,0.7000000000000028
34,13260,0.04629862614167042,0.011271946246807392,0.2775689840507813,90.19030448717949,99.78766025641026,9.809695512820511,0.2123397435897374,0.032116983510270904,0.02359244189684904,0.4159277510643005,86.45,99.5,13.549999999999997,0.5
35,13650,0.04616697629292806,0.011002244704808945,0.26842857463619646,90.65504807692308,99.79567307692308,9.34495192307692,0.2043269230769198,0.03194237358962433,0.02398747733876675,0.4361413458347321,86.35,99.28,13.650000000000006,0.7199999999999989
36,14040,0.04687976714892265,0.01097110846103766,0.27286672196709194,90.44671474358974,99.79366987179488,9.553285256410263,0.2063301282051242,0.03182599514345579,0.022072758855698985,0.40693706650733946,87.36,99.45,12.64,0.5499999999999972
37,14430,0.046993438402811685,0.010513747655428373,0.2663303011885056,90.59895833333333,99.79567307692308,9.401041666666671,0.2043269230769198,0.03214568126050732,0.022243611420257183,0.43258715209960935,86.86,99.44,13.14,0.5600000000000023
38,14820,0.046280724574358036,0.011972454266670422,0.26388820877824076,90.5849358974359,99.83373397435898,9.415064102564102,0.166266025641022,0.03167678736433198,0.022133528431759603,0.4473854499101639,85.97,99.53,14.030000000000001,0.46999999999999886
39,15210,0.04692328343024621,0.011909258059966258,0.2582143015586413,90.91746794871794,99.81570512820512,9.082532051282058,0.1842948717948758,0.03226698199404946,0.02209944966473157,0.39774999928474425,87.08,99.45,12.920000000000002,0.5499999999999972
40,15600,0.046338653564453124,0.012143764740381485,0.2581236901955727,90.8613782051282,99.82371794871794,9.138621794871796,0.1762820512820582,0.03152725968179824,0.020137581644178944,0.4328497706413269,86.29,99.43,13.709999999999994,0.5699999999999932
41,15990,0.047218061104798925,0.011201203786409819,0.2593301433019149,90.92347756410257,99.81770833333333,9.07652243589743,0.1822916666666714,0.03222535531732101,0.022770256935795652,0.49339275522232057,84.79,99.43,15.209999999999994,0.5699999999999932
42,16380,0.04762094571040227,0.011677886278201372,0.25106986904373535,91.1358173076923,99.84375,8.864182692307693,0.15625,0.0318893058390557,0.023547429072706006,0.48552340412139894,84.86,99.47,15.14,0.5300000000000011
43,16770,0.04720650636232816,0.011757283333020332,0.2501671891563978,91.26602564102564,99.82772435897436,8.733974358974365,0.1722756410256352,0.03254341475571258,0.022841583324384084,0.43406803560256957,86.44,99.39,13.560000000000002,0.6099999999999994
44,17160,0.04732546500670604,0.011582769491733648,0.24623113971872207,91.38621794871794,99.85576923076923,8.613782051282058,0.1442307692307736,0.03511122208607348,0.024264187752446043,0.5059450328350067,85.15,99.22,14.849999999999994,0.7800000000000011
45,17550,0.04736123512952756,0.011259981913444324,0.25115471243476256,91.08774038461539,99.83373397435898,8.912259615384613,0.166266025641022,0.03311237504210653,0.023973301996158648,0.40574871907234195,87.31,99.5,12.689999999999998,0.5
46,17940,0.0476011716402494,0.009798292013315054,0.24267286660197454,91.4423076923077,99.83373397435898,8.557692307692307,0.166266025641022,0.03386639039727706,0.02099042300936542,0.39698192718029024,87.52,99.44,12.480000000000004,0.5600000000000023
47,18330,0.04954571234874236,0.009353985541906112,0.240129638921756,91.61858974358974,99.81370192307692,8.381410256410263,0.1862980769230802,0.033783674240112305,0.021961369091951396,0.4059813012123108,87.44,99.47,12.560000000000002,0.5300000000000011
48,18720,0.049607328879527554,0.009422688606457832,0.2415071088534135,91.47235576923077,99.82772435897436,8.527644230769226,0.1722756410256352,0.033694961402989644,0.02128388610067247,0.47410029878616333,85.23,99.5,14.769999999999996,0.5
49,19110,0.04742047786712646,0.011629808254731007,0.23776682435702054,91.50240384615384,99.8457532051282,8.49759615384616,0.1542467948717956,0.0321086931832229,0.02377829974210715,0.4537498100757599,85.92,99.39,14.079999999999998,0.6099999999999994
50,19500,0.047080841431250936,0.011012822542435083,0.23029152277188422,91.96915064102564,99.81570512820512,8.030849358974365,0.1842948717948758,0.03217759917053995,0.023243804521198515,0.40543642954826353,87.44,99.58,12.560000000000002,0.4200000000000017
51,19890,0.04647129437862298,0.011442116590646596,0.2312092766356774,91.88301282051282,99.85977564102564,8.116987179487182,0.1402243589743648,0.03182897084875952,0.022121580341194248,0.4105300223350525,87.15,99.55,12.849999999999994,0.45000000000000284
52,20280,0.046382647905594265,0.010309540308438815,0.23303231476591182,91.71875,99.86177884615384,8.28125,0.1382211538461604,0.03147782253313668,0.021811581865141663,0.4122343383789063,87.1,99.54,12.900000000000006,0.45999999999999375
53,20670,0.04640838427421374,0.010674025462223933,0.2345665299739593,91.84294871794872,99.85977564102564,8.157051282051285,0.1402243589743648,0.03505900841725024,0.024308352530757082,0.4923115521430969,85.16,99.38,14.840000000000003,0.6200000000000045
54,21060,0.04610752448057517,0.010571302511753181,0.2258849919033356,92.07532051282051,99.86778846153847,7.924679487179489,0.132211538461533,0.031503876553306095,0.022306904008116902,0.5452957262039184,83.84,99.49,16.159999999999997,0.5100000000000051
55,21450,0.046525233219831416,0.010734933461898412,0.22666035265876697,92.02724358974359,99.8457532051282,7.972756410256409,0.1542467948717956,0.031734726097010356,0.021854460993899576,0.45722432661056517,86.31,99.47,13.689999999999998,0.5300000000000011
56,21840,0.04681031520550068,0.010610065093407265,0.22451749212848834,92.08533653846153,99.86979166666667,7.914663461538467,0.1302083333333286,0.03215280363831339,0.023858900311626966,0.4293837179660797,86.62,99.46,13.379999999999995,0.5400000000000063
57,22230,0.04603573297842955,0.011591663116063827,0.22287355456978847,92.1113782051282,99.85176282051282,7.888621794871796,0.1482371794871824,0.032109121733073946,0.022435631933091563,0.4431187846660614,86.27,99.51,13.730000000000004,0.4899999999999949
58,22620,0.047489626591022197,0.009806410471598307,0.22106446157663295,92.2235576923077,99.85176282051282,7.776442307692307,0.1482371794871824,0.03196018858800961,0.02232917049263097,0.42703707304000854,86.99,99.58,13.010000000000005,0.4200000000000017
59,23010,0.04699476009760147,0.011275528027461125,0.21759233768933858,92.33774038461539,99.8457532051282,7.662259615384613,0.1542467948717956,0.03279924996291535,0.023744121382508098,0.3793631699562073,88.2,99.58,11.799999999999997,0.4200000000000017
60,23400,0.04672870880518204,0.010924195631956443,0.22113983289171488,92.19350961538461,99.8838141025641,7.806490384615387,0.1161858974358978,0.032045497169977503,0.021048479442354998,0.414632333278656,87.2,99.54,12.799999999999997,0.45999999999999375
61,23790,0.04688775845063038,0.011328795017340245,0.21616366371894494,92.3076923076923,99.87780448717949,7.692307692307693,0.122195512820511,0.0326379431953913,0.02415188958373251,0.41104463357925414,87.71,99.46,12.290000000000006,0.5400000000000063
62,24180,0.047554123095977,0.01196881379836645,0.21663481049621716,92.35376602564102,99.85777243589743,7.646233974358978,0.1422275641025692,0.03242710572254809,0.022953030429308928,0.45190694227218625,86.69,99.32,13.310000000000002,0.6800000000000068
63,24570,0.04645217443123842,0.010363502991505158,0.22279174673633698,92.109375,99.89583333333333,7.890625,0.1041666666666714,0.032122654250905484,0.023730112027518357,0.46259787130355834,86.42,99.38,13.579999999999998,0.6200000000000045
64,24960,0.04743356765844883,0.011212773812122835,0.2104116249160889,92.5380608974359,99.8858173076923,7.461939102564102,0.1141826923076934,0.03247327140614956,0.021952034551886063,0.3968324718475342,87.91,99.54,12.090000000000003,0.45999999999999375
65,25350,0.0467386679771619,0.011399050859304575,0.21562325100486096,92.42988782051282,99.87379807692308,7.570112179487182,0.1262019230769198,0.032076129430457005,0.02205252043808563,0.43487157645225527,87.71,99.48,12.290000000000006,0.519999999999996
66,25740,0.047756226246173566,0.012412751026642629,0.21149792136290135,92.44991987179488,99.89783653846153,7.550080128205124,0.102163461538467,0.032441993302936796,0.022992692416227315,0.506856607055664,85.59,99.05,14.409999999999997,0.9500000000000028
67,26130,0.047546063936673676,0.012488959385798528,0.2157032367319633,92.41786858974359,99.88782051282051,7.582131410256409,0.112179487179489,0.032445285893693755,0.02352392220798927,0.4177799477577209,87.41,99.55,12.590000000000003,0.45000000000000284
68,26520,0.04720357014582707,0.01197360173249856,0.2136574458808471,92.4979967948718,99.88782051282051,7.502003205128204,0.112179487179489,0.03547265559812136,0.02636155297484579,0.4022892776489258,87.83,99.49,12.170000000000002,0.5100000000000051
69,26910,0.046679012592022236,0.011516003119639861,0.21045704231812404,92.60216346153847,99.87379807692308,7.397836538461533,0.1262019230769198,0.03197577331639544,0.02299521241006972,0.4315440695762634,86.51,99.47,13.489999999999995,0.5300000000000011
70,27300,0.04687531850276849,0.011415888712956354,0.21056895200640727,92.5380608974359,99.86979166666667,7.461939102564102,0.1302083333333286,0.031470126743558084,0.02183892153486421,0.4048322524547577,87.35,99.59,12.650000000000006,0.4099999999999966
71,27690,0.04599120555779873,0.009424542769407615,0.20224217457266955,92.91666666666667,99.90584935897436,7.083333333333329,0.0941506410256352,0.03211129767985284,0.022346731982653655,0.49812668590545656,85.27,99.46,14.730000000000004,0.5400000000000063
72,28080,0.046694390590374286,0.010927753570752267,0.21074260524832286,92.56009615384616,99.8838141025641,7.43990384615384,0.1161858974358978,0.03253434579583663,0.02322725404666949,0.41160315899848937,86.96,99.56,13.040000000000006,0.4399999999999977
73,28470,0.04755782958788749,0.011393433962112818,0.20171271814749792,92.93669871794872,99.90184294871794,7.063301282051285,0.0981570512820582,0.03324909451641614,0.023418305795403976,0.42031085243225097,87.19,99.5,12.810000000000002,0.5
74,28860,0.047696698017609424,0.009526692903958835,0.20608468709083705,92.70833333333333,99.91386217948718,7.291666666666671,0.0861378205128176,0.03289778323113164,0.022114349316947068,0.4248340416431427,87.35,99.47,12.650000000000006,0.5300000000000011
75,29250,0.04836494494707157,0.011010867510086451,0.20750058125226925,92.62419871794872,99.88982371794872,7.375801282051285,0.1101762820512846,0.03191743319547629,0.02234359934360166,0.37705664086341856,88.18,99.49,11.819999999999993,0.5100000000000051
76,29640,0.046057961537287785,0.011158375862317207,0.20637765618471,92.78445512820512,99.89783653846153,7.215544871794876,0.102163461538467,0.03188058394419996,0.023258888268772558,0.4357127838611603,87.3,99.48,12.700000000000003,0.519999999999996
77,30030,0.04595129551031651,0.010770069635831393,0.20714106622796793,92.65024038461539,99.8838141025641,7.349759615384613,0.1161858974358978,0.03199405609806882,0.02256957186928278,0.40747233905792235,87.5,99.5,12.5,0.5
78,30420,0.0463638213964609,0.011079748471577963,0.20110886587928503,92.85657051282051,99.89983974358974,7.143429487179489,0.1001602564102626,0.032259379761128484,0.023438996906521955,0.40483658478260043,87.58,99.62,12.420000000000002,0.37999999999999545
79,30810,0.04685082007677127,0.010616345283312675,0.2014327629445455,92.95072115384616,99.90785256410257,7.04927884615384,0.0921474358974308,0.031797469416751135,0.022386167622819732,0.40310123977661133,87.5,99.5,12.5,0.5
80,31200,0.0457230439552894,0.010593401468717135,0.1950643994105168,93.13301282051282,99.91786858974359,6.866987179487182,0.0821314102564088,0.03132831899425651,0.02109181730053093,0.4102057343482971,87.92,99.62,12.079999999999998,0.37999999999999545
81,31590,0.0462955022469545,0.010879144913110978,0.1963457001134371,93.06290064102564,99.8858173076923,6.937099358974365,0.1141826923076934,0.031624410725847076,0.02200618876686579,0.37344869639873507,88.43,99.49,11.569999999999993,0.5100000000000051
82,31980,0.045949812424488555,0.01119998051570012,0.12818982555316044,95.55889423076923,99.94791666666667,4.441105769230774,0.052083333333328596,0.03185914437982101,0.02327713785292227,0.2973433319568634,90.96,99.76,9.040000000000006,0.23999999999999488
83,32370,0.04640408540383363,0.010756902816968086,0.10060824555082198,96.59054487179488,99.97996794871794,3.409455128205124,0.020032051282058205,0.03177506712418568,0.022501206096214584,0.28475917112827304,91.49,99.76,8.510000000000005,0.23999999999999488
84,32760,0.046048751244178183,0.01106258233388265,0.08807126518147879,97.05128205128206,99.98397435897436,2.948717948717942,0.016025641025635196,0.03154069260705875,0.02185497102858145,0.28635448224544524,91.37,99.76,8.629999999999995,0.23999999999999488
85,33150,0.04561308408394838,0.010736808410057655,0.0823681553491415,97.21354166666667,99.97996794871794,2.7864583333333286,0.020032051282058205,0.031151315833948836,0.021143940430653246,0.2954958396434784,91.33,99.73,8.670000000000002,0.269999999999996
86,33540,0.046974577659215686,0.010638946141952123,0.07723024513285894,97.33573717948718,99.98597756410257,2.6642628205128176,0.014022435897430796,0.03232152854339986,0.02305913876883591,0.29750580422878264,91.5,99.79,8.5,0.20999999999999375
87,33930,0.04681822458902995,0.01086891736739721,0.07191533347209676,97.64423076923077,99.97996794871794,2.3557692307692264,0.020032051282058205,0.03238018554977224,0.02426352983788599,0.3021083704948425,91.54,99.77,8.459999999999994,0.23000000000000398
88,34320,0.04579232533772786,0.010405728755853116,0.07220741113982139,97.54607371794872,99.98597756410257,2.4539262820512846,0.014022435897430796,0.03156975251209887,0.022555921651140044,0.31145038619041443,91.47,99.74,8.530000000000001,0.2600000000000051
89,34710,0.04653175427363469,0.010425488765423114,0.0665459810063625,97.7744391025641,99.98197115384616,2.225560897435898,0.018028846153839595,0.032216624368595174,0.021670072893553143,0.30418352086544037,91.59,99.72,8.409999999999997,0.28000000000000114
90,35100,0.047701685245220476,0.012338478748614972,0.065545605464528,97.79246794871794,99.98798076923077,2.207532051282058,0.012019230769226397,0.03249283681941938,0.021996486036083365,0.30416706256866455,91.53,99.77,8.469999999999999,0.23000000000000398
91,35490,0.04727331369351118,0.011609311592884553,0.061102290465854685,98.03084935897436,99.98197115384616,1.9691506410256352,0.018028846153839595,0.03193089630030378,0.0235161992568004,0.31170500826835634,91.62,99.78,8.379999999999995,0.21999999999999886
92,35880,0.04808248862242087,0.0111128996580075,0.05854143587967906,98.05088141025641,99.99399038461539,1.9491185897435912,0.006009615384613198,0.03588527063780193,0.026799757269364368,0.3139231596708298,91.59,99.78,8.409999999999997,0.21999999999999886
93,36270,0.0464403170805711,0.01015616380251371,0.05785352438688278,98.07892628205128,99.98597756410257,1.9210737179487154,0.014022435897430796,0.03218488451800769,0.0211629807194577,0.31893459951877595,91.45,99.76,8.549999999999997,0.23999999999999488
94,36660,0.046660773570720966,0.009878997925000313,0.054139839093654586,98.20713141025641,99.98998397435898,1.7928685897435912,0.010016025641021997,0.03204558469072173,0.021897186206865916,0.32269661223888396,91.41,99.73,8.590000000000003,0.269999999999996
95,37050,0.04669533020410782,0.010878616724258813,0.05241402293770359,98.28926282051282,99.9979967948718,1.7107371794871824,0.0020032051282043994,0.032013627547252024,0.022234620927255366,0.33373177218437194,91.46,99.76,8.540000000000006,0.23999999999999488
96,37440,0.046612891784081095,0.011619860698015261,0.052901755426174556,98.25721153846153,99.9979967948718,1.742788461538467,0.0020032051282043994,0.03231911116008517,0.02203473561926733,0.3274710937023163,91.54,99.77,8.459999999999994,0.23000000000000398
97,37830,0.04616369406382243,0.010611847119453626,0.04929669335102423,98.37540064102564,99.99599358974359,1.6245993589743648,0.004006410256408799,0.031710688071914864,0.022748059864285627,0.3316779863595963,91.46,99.7,8.540000000000006,0.29999999999999716
98,38220,0.04666005281301645,0.01099864947490203,0.04744418942345641,98.46955128205128,99.98798076923077,1.5304487179487154,0.012019230769226397,0.03189919870111007,0.0220290045194988,0.33474386529922484,91.48,99.78,8.519999999999996,0.21999999999999886
99,38610,0.046224270722804925,0.011007245993002866,0.04974179150154575,98.31330128205128,99.99599358974359,1.6866987179487154,0.004006410256408799,0.03212097626698168,0.02327051645592798,0.3376376296520233,91.39,99.79,8.61,0.20999999999999375
100,39000,0.04692837458390456,0.01159836879143348,0.044892994235627925,98.47155448717949,99.9979967948718,1.528445512820511,0.0020032051282043994,0.031660743906528135,0.022151992290834838,0.341088808631897,91.42,99.78,8.579999999999998,0.21999999999999886
101,39390,0.04663076339623867,0.011089180066035344,0.04412441751083884,98.52163461538461,99.98798076923077,1.4783653846153868,0.012019230769226397,0.03225546848924854,0.021527447277986552,0.3492717324256897,91.43,99.77,8.569999999999993,0.23000000000000398
102,39780,0.046374100293868625,0.01129928796719282,0.0448034825328833,98.52964743589743,99.9979967948718,1.4703525641025692,0.0020032051282043994,0.03193033194240136,0.023019214219684843,0.3458280439376831,91.45,99.74,8.549999999999997,0.2600000000000051
103,40170,0.04661135490124042,0.011148318877586952,0.04256497318378817,98.5556891025641,99.99198717948718,1.4443108974358978,0.008012820512817598,0.032158401947987234,0.02187723449513882,0.3427083634853363,91.62,99.71,8.379999999999995,0.29000000000000625
104,40560,0.047303080558776855,0.010839462280273438,0.042128599640459584,98.58974358974359,99.9979967948718,1.4102564102564088,0.0020032051282043994,0.03207502787626242,0.0217513404315031,0.3427057035446167,91.69,99.75,8.310000000000002,0.25
105,40950,0.04633954855111929,0.011202335357666016,0.04029827216663995,98.6738782051282,99.99198717948718,1.3261217948717956,0.008012820512817598,0.031921115102647224,0.02203318740748152,0.34655553522109983,91.53,99.74,8.469999999999999,0.2600000000000051
106,41340,0.046811982912895005,0.011592704210525905,0.038718417235530725,98.7479967948718,99.99599358974359,1.2520032051282044,0.004006410256408799,0.03213514255571969,0.023640871047973633,0.3494290172100067,91.69,99.67,8.310000000000002,0.3299999999999983
107,41730,0.046844973319616075,0.010777771167266062,0.03886608038670741,98.72796474358974,99.99198717948718,1.2720352564102626,0.008012820512817598,0.03235178959520557,0.023025180720075776,0.3561141131401062,91.6,99.78,8.400000000000006,0.21999999999999886
108,42120,0.046722277005513506,0.011433134323511368,0.03727463926308048,98.78205128205128,99.99399038461539,1.2179487179487154,0.006009615384613198,0.03177875204931332,0.02279168442834782,0.35444846920967105,91.63,99.75,8.370000000000005,0.25
109,42510,0.04743888806074094,0.011698442850357448,0.03708388312385441,98.7860576923077,99.9979967948718,1.2139423076923066,0.0020032051282043994,0.0320323992379104,0.02238787880426721,0.365438538980484,91.48,99.73,8.519999999999996,0.269999999999996
110,42900,0.04659886543567364,0.011039956410725912,0.03674389410477418,98.8301282051282,99.9979967948718,1.1698717948717956,0.0020032051282043994,0.03277663641338107,0.022573682326304762,0.3649455500125885,91.54,99.79,8.459999999999994,0.20999999999999375
111,43290,0.047002358925648226,0.010854835387987968,0.0352919250416259,98.8701923076923,100.0,1.1298076923076934,0.0,0.03229979321926455,0.022570160370838793,0.3663451551914215,91.4,99.77,8.599999999999994,0.23000000000000398
112,43680,0.04695435242775159,0.009859078969710913,0.03422442166827237,98.8641826923077,100.0,1.1358173076923066,0.0,0.0322712554207331,0.02403488642052759,0.36387677693367004,91.64,99.71,8.36,0.29000000000000625
113,44070,0.04723558731568165,0.010611779261858035,0.0347420160801938,98.84214743589743,99.99399038461539,1.1578525641025692,0.006009615384613198,0.032128825972351845,0.021163584310797196,0.36579262437820437,91.37,99.7,8.629999999999995,0.29999999999999716
114,44460,0.04728404069558168,0.011907097009512094,0.034869892846267576,98.84615384615384,99.99599358974359,1.1538461538461604,0.004006410256408799,0.031860768040524255,0.02052630653864221,0.37038676142692567,91.61,99.76,8.39,0.23999999999999488
115,44850,0.047572000210101786,0.011651429763207068,0.03208555120210617,99.01442307692308,99.9979967948718,0.9855769230769198,0.0020032051282043994,0.032317396960681,0.024078006985821302,0.37303589897155764,91.59,99.75,8.409999999999997,0.25
116,45240,0.047318395590170835,0.011578927895961664,0.03157507479071426,99.00841346153847,99.9979967948718,0.991586538461533,0.0020032051282043994,0.03571598741072643,0.025924954233290273,0.37085209617614745,91.63,99.74,8.370000000000005,0.2600000000000051
117,45630,0.04743037040417011,0.011443337416037536,0.03325651310957395,98.91826923076923,99.99599358974359,1.0817307692307736,0.004006410256408799,0.03226562089557889,0.02257347710524933,0.3666596577644348,91.55,99.79,8.450000000000003,0.20999999999999375
118,46020,0.04662465132199801,0.009971357614566119,0.03246647177192454,98.92227564102564,99.9979967948718,1.0777243589743648,0.0020032051282043994,0.032219406924670256,0.022487377818626694,0.3732368323802948,91.76,99.77,8.239999999999995,0.23000000000000398
119,46410,0.046541574062445225,0.011991046636532514,0.03202551917459529,98.96834935897436,100.0,1.0316506410256352,0.0,0.03135434283485895,0.020353706577156162,0.3785843880176544,91.34,99.78,8.659999999999997,0.21999999999999886
